id,title,author,rating,tags,platform
361,仙路争锋,缘分0,2.8,玄幻、仙侠、修真、争霸,QQ 阅读
362,明尊,辰一十一,3.1,历史、穿越、历史、宗教,起点读书
363,重生之大企业家,我杀破狼,3.3,科幻、重生、商战、都市,起点读书
364,死亡名单,饕餮居士,3.4,历史、悬疑、犯罪、推理,QQ 阅读
365,昆仑,凤歌,3.0,悬疑、武侠、历史、奇幻,起点读书
366,燃钢之魂,阴天神隐,3.0,玄幻、奇幻、机甲、战斗,微信读书
367,黑龙法典,欢声,3.2,悬疑、奇幻、龙族、魔法,番茄小说
368,生活系游戏,吨吨吨吨吨,2.1,都市、美食、生活、治愈,番茄小说
369,开局账号被盗，反手充值一百万,酒剑仙人,3.5,玄幻、游戏、穿越、爽文,QQ 阅读
370,重生在跑道上,飞天酥鱼,4.0,武侠、体育、重生、励志,番茄小说
371,重生之先声夺人,吹个大气球9,2.0,都市、重生、娱乐、逆袭,QQ 阅读
372,奋斗在红楼,九悟,2.8,武侠、红楼、穿越、宅斗,番茄小说
373,王国血脉,无主之剑,2.4,科幻、奇幻、王国、战争,微信读书
374,降魔专家,吃书妖,4.0,武侠、灵异、降魔、战斗,起点读书
375,纯阳,荆柯守,3.6,科幻、仙侠、修真、历史,起点读书
376,文化入侵异世界,姐姐的新娘,3.0,科幻、文化、穿越、异世界,微信读书
377,完美世界,辰东,3.0,玄幻、仙侠、修真、热血,番茄小说
378,神级英雄,大烟缸,3.0,玄幻、游戏、英雄、冒险,QQ 阅读
379,特拉福买家俱乐部,夕山白石,2.9,科幻、奇幻、经营、悬疑,微信读书
380,心魔,沁纸花青,3.0,都市、心理、悬疑、现实,Kindle 商店
381,大明春,戴小楼,3.5,悬疑、历史、穿越、权谋,微信读书
382,超级浮空城,诸生浮屠,2.9,悬疑、奇幻、浮空城、冒险,QQ 阅读
383,重生之平行线,地黄丸,3.3,武侠、重生、都市、异能,微信读书
384,飞升之后,皇甫奇,3.8,科幻、玄幻、飞升、战争,起点读书
385,好莱坞的秘密花园,三千烦恼丝,3.9,玄幻、娱乐、好莱坞、奇幻,微信读书
386,事象的宏图,ddt药剂,3.8,历史、历史、权谋、战争,Kindle 商店
387,纣临,三天两觉,3.4,悬疑、灵异、悬疑、推理,微信读书
388,超维术士,牧狐,2.5,玄幻、奇幻、魔法、冒险,微信读书
389,地下城玩家,蓝白的天,3.1,都市、游戏、地下城、冒险,番茄小说
390,清穿日常,多木木多,3.8,科幻、穿越、清宫、日常,QQ 阅读
391,恶人大明星,丹尼尔秦,3.1,武侠、娱乐、都市、反派,番茄小说
392,穿越1630之崛起南美,孤独麦客,2.4,都市、穿越、历史、殖民,QQ 阅读
393,大唐之我是独孤凤,隐仙者,3.9,科幻、穿越、唐朝、宫廷,微信读书
394,昆古尼尔,樟脑球,4.1,历史、奇幻、历史、神话,QQ 阅读
395,无限辉煌图卷,温茶米酒,3.1,都市、无限流、冒险、奇幻,QQ 阅读
396,大龙挂了,白雨涵,2.6,都市、奇幻、冒险、龙类,QQ 阅读
397,天国游戏,白贪狼,3.4,悬疑、游戏、悬疑、冒险,QQ 阅读
398,大人，得加钱,傲骨铁心,3.4,都市、历史、穿越、权谋,起点读书
399,梦回大明春,王梓钧,3.3,武侠、穿越、明朝、生活,QQ 阅读
400,星辰变,我吃西红柿,3.6,悬疑、仙侠、修真、热血,番茄小说
401,塞壬之刃,吃书妖,3.6,玄幻、灵异、战斗、悬疑,QQ 阅读
402,暗黑破坏神之毁灭,第七重奏01,3.5,科幻、游戏、暗黑、冒险,起点读书
403,穿越方式错误的宠物小精灵,绿红茶,4.0,历史、宠物、穿越、奇幻,番茄小说
404,江山美色,墨武,3.8,玄幻、历史、穿越、争霸,起点读书
405,我将埋葬众神,见异思剑,3.0,科幻、奇幻、神话、战斗,QQ 阅读
406,猛兽记,知秋,4.2,历史、历史、冒险、异兽,起点读书
407,旧日之箓,熊狼狗,3.0,历史、克苏鲁、历史、悬疑,Kindle 商店
408,日在地球,扭曲着抽筋,4.0,玄幻、奇幻、地球、冒险,Kindle 商店
409,1908远东狂人,丹丘,3.6,悬疑、历史、穿越、战争,Kindle 商店
410,缺月梧桐,缺月梧桐,3.9,玄幻、武侠、江湖、恩怨,QQ 阅读
411,开局我就想退出江湖,钵兰街肥龙,3.5,武侠、江湖、搞笑、逆袭,起点读书
412,异界的艾泽拉斯,板砖军师,3.5,武侠、游戏、异界、冒险,番茄小说
413,篡清,天使奥斯卡,3.6,玄幻、穿越、历史、权谋,QQ 阅读
414,流氓高手,无罪,4.3,武侠、游戏、竞技、青春,番茄小说
415,蹉跎,随风飘摇,4.1,悬疑、历史、知青、情感,番茄小说
416,天启预报,风月,2.6,历史、奇幻、预言、冒险,起点读书
417,大宇宙时代,zhttty,3.5,科幻、科幻、宇宙、冒险,番茄小说
418,异域神州道,知秋,2.7,玄幻、仙侠、异域、修真,微信读书
419,红龙,接口卡,3.2,历史、奇幻、龙族、冒险,QQ 阅读
420,深海余烬,远瞳,3.2,玄幻、克苏鲁、深海、奇幻,Kindle 商店
421,韩警官,卓牧闲,3.2,武侠、警察、都市、悬疑,番茄小说
422,柯学验尸官,河流之汪,3.4,历史、法医、推理、悬疑,QQ 阅读
423,萨拉弗的龙翼挽歌,归兮北冥,3.9,武侠、奇幻、龙类、史诗,QQ 阅读
424,穿越诸天当邪神,钦定,2.9,武侠、穿越、诸天、邪神,起点读书
425,明末边军一小兵,老白牛,3.5,悬疑、历史、军事、战争,Kindle 商店
426,绿龙筑巢记,归兮北冥,4.0,历史、奇幻、龙族、经营,Kindle 商店
427,三千美娇娘,紫钗恨,4.0,玄幻、历史、穿越、后宫,QQ 阅读
428,禽兽不如的穿越女,从零开始099,3.8,历史、穿越、搞笑、反套路,番茄小说
429,亡灵持政,九鱼,4.0,科幻、奇幻、亡灵、政治,Kindle 商店
430,她们说我是剑侠,先飞看刀,3.8,历史、武侠、江湖、女性,起点读书
431,起源树下的猎人,牧官,3.4,武侠、奇幻、狩猎、冒险,QQ 阅读
432,凤穿残汉,黑色柳丁,4.2,武侠、穿越、汉朝、争霸,番茄小说
433,我的女友是丧尸,黑暗荔枝,3.4,悬疑、末世、丧尸、恋爱,QQ 阅读
434,一八九三,Agincourt,3.6,科幻、历史、穿越、战争,Kindle 商店
435,熟睡之后,吾即正道,3.2,玄幻、灵异、悬疑、梦境,微信读书
436,乱臣贼子,奥丁般虚伪,4.1,玄幻、历史、权谋、争霸,QQ 阅读
437,皇家娱乐指南,贼道三痴,4.0,武侠、历史、娱乐、宫廷,Kindle 商店
438,叩问仙道,雨打青石,3.0,历史、仙侠、修真、问道,微信读书
439,电影的世界,有梦之人,3.0,科幻、影视、穿越、奇幻,起点读书
440,上天台,离人横川,3.4,都市、历史、权谋、宫廷,Kindle 商店
441,我们生活在南京,天瑞说符,3.9,都市、科幻、悬疑、现实,微信读书
442,宅之崛起,壶山小农,3.4,玄幻、都市、宅文化、奇幻,Kindle 商店
443,绝境长城上的王者,点爷01,1.9,历史、奇幻、长城、冒险,Kindle 商店
444,娱乐星工场,给您添蘑菇啦,3.4,历史、娱乐、都市、系统,QQ 阅读
445,唐朝工科生,鲨鱼禅师,3.1,科幻、穿越、唐朝、科技,微信读书
446,火热的年代,富春山居,3.6,悬疑、历史、年代、剧情,微信读书
447,这本书有妖气,追随,4.8,悬疑、灵异、搞笑、系统,微信读书
448,升邪,豆子惹的祸,3.5,科幻、仙侠、修真、逆袭,起点读书
449,重生之小玩家,吹个大气球9,2.8,都市、重生、游戏、创业,微信读书
450,星之海洋,charlesp,3.7,科幻、宇宙、冒险、科幻,番茄小说
451,平安传,西风紧,3.8,历史、仙侠、冒险,QQ 阅读
452,我的小人国,青衫小白,3.0,历史、宇宙探索、星际战争,Kindle 商店
453,异化,愤怒的香蕉,4.0,悬疑、唐朝、宫廷斗争,番茄小说
454,魔装,三生蘸酱,4.2,都市、异能、犯罪调查,起点读书
455,守望黎明号,黑袍雷斯林,3.0,玄幻、魔法、学院生活,Kindle 商店
456,宠物天王,皆破,3.1,历史、重生、商业帝国,番茄小说
457,姐姐爱上我,初恋璀璨如夏花,3.9,武侠、仙侠、剑修,微信读书
458,道果,战袍染血,3.5,都市、冒险、神秘宝藏,微信读书
459,重生之我变成了蛆2,一毛二,4.3,科幻、异世界、穿越,微信读书
460,低维游戏,历史里吹吹风,2.8,历史、明朝、民间故事,Kindle 商店
461,重卡战车在末世,白雨涵,3.1,都市、灵异、校园,QQ 阅读
462,咫尺之间人尽敌国,乘风御剑,3.0,悬疑、海盗、星际冒险,Kindle 商店
463,曙光纪元,人勿玩人,2.9,玄幻、江湖、比武,Kindle 商店
464,五行天,方想,3.0,都市、魔法少女、奇幻冒险,番茄小说
465,恶魔囚笼,颓废龙,3.0,都市、重生、官场,起点读书
466,超警美利坚,不如安静,3.7,玄幻、仙侠、修炼,QQ 阅读
467,神笔聊斋,哆啦i梦,3.2,都市、灵异、都市传说,微信读书
468,开海,夺鹿侯,3.2,悬疑、异世界、冒险,微信读书
469,伐清,灰熊猫,2.9,科幻、清朝、宫廷秘闻,QQ 阅读
470,地下城生长日志,黑糖煮酸梅,3.9,都市、游戏、竞技,Kindle 商店
471,好莱坞制作,白色十三号,3.4,都市、龙、战神,QQ 阅读
472,大明1630,克里斯韦伯,1.9,武侠、民国、侦探推理,QQ 阅读
473,迦南之心,绯炎,4.0,都市、魔法森林、守护,起点读书
474,管杀不管填,荣耀法兰西,3.8,历史、重生、娱乐圈,起点读书
475,美漫丧钟,混沌文工团,3.3,武侠、仙侠、爱情,番茄小说
476,超凡黎明,文抄公,3.1,历史、冒险、宝藏,微信读书
477,绝秦,守玄,3.5,都市、异世界、魔法,起点读书
478,银狐,孑与2,1.9,武侠、汉朝、战争,起点读书
479,朕,王梓钧,2.6,玄幻、异能、都市,起点读书
480,凶鸟猎食图谱,接口卡,3.2,科幻、精灵、奇幻,番茄小说
481,我的诡异人生,白刃斩春风,2.9,都市、重生、豪门,番茄小说
482,超弦空间,饕餮居士,3.5,都市、仙侠、剑道,番茄小说
483,北唐,蚕室废人,4.0,武侠、校园、青春,Kindle 商店
484,朱雀记,猫腻,2.5,都市、星际、战争,微信读书
485,钢铁王座,风月,3.4,玄幻、江湖、恩怨情仇,Kindle 商店
486,天行健,燕垒生,4.0,都市、魔法世界、冒险,Kindle 商店
487,恐怖广播,纯洁滴小龙,3.0,悬疑、重生、商业,微信读书
488,钢铁火药和施法者,尹紫电,3.2,都市、仙侠、灵界,起点读书
489,道士夜仗剑,亲吻指尖,3.0,玄幻、灵异、都市,Kindle 商店
490,英雄志,孙晓,4.0,武侠、异世界、召唤,Kindle 商店
491,哈利波特之我是传奇,纠结于名,2.2,武侠、宋朝、文化,番茄小说
492,我的主神游戏,木恒,3.5,悬疑、游戏、争霸,Kindle 商店
493,台湾娱乐1971,得闲读书,3.5,都市、混沌、天尊,微信读书
494,地师,徐公子胜治,4.0,历史、民国、战争,QQ 阅读
495,抢救大明朝,大罗罗,3.0,历史、魔法花园、秘密,Kindle 商店
496,微酸学园ABC,ftp1976,4.3,历史、重生、科技,Kindle 商店
497,20世纪风云录,富春山居,3.2,科幻、仙侠、太古,微信读书
498,重燃,奥尔良烤鲟鱼堡,2.5,玄幻、灵异、校园,番茄小说
499,神秘物语,落琴海,4.1,科幻、星际、探险,番茄小说
500,汉魏文魁,赤军,3.1,历史、江湖、侠义,起点读书
501,模拟人生者,我渴望力量,3.6,武侠、灵幻、冒险,微信读书
502,全球影帝,黑心火柴,2.5,玄幻、未来科技、人工智能,QQ 阅读
503,在港综成为传说,凤嘲凰,3.1,武侠、三国、战争,番茄小说
504,室友穿裙子的秘密,仲夏baka,4.0,科幻、犯罪、推理,Kindle 商店
505,我的治愈系游戏,我会修空调,2.5,历史、魔法、勇者,QQ 阅读
506,替天行盗,石章鱼,1.2,科幻、重生、工业革命,番茄小说
507,星空王座,朱邪多闻,4.0,都市、仙侠、修炼,起点读书
508,侵入人间,发条橙之梦,3.2,都市、冒险、遗迹,Kindle 商店
509,圣者,九鱼,3.2,玄幻、异世界、召唤,起点读书
510,唐骑,阿菩,3.8,都市、宋朝、改革,起点读书
511,大明1630,奶瓶战斗机,3.0,悬疑、灵异、校园,微信读书
512,家园,酒徒,3.7,武侠、星际、旅行,起点读书
513,魔王奶爸,盘古混沌,3.5,都市、江湖、门派,QQ 阅读
514,红袍法师,雁鱼,3.5,历史、魔法、冒险,Kindle 商店
515,国士无双,骁骑校,2.6,历史、重生、金融,微信读书
516,国民法医,志鸟村,3.6,悬疑、仙侠、剑道,番茄小说
517,我就是神！,历史里吹吹风,2.8,历史、灵异、都市传说,QQ 阅读
518,蓝白社,魔性沧月,2.9,玄幻、异世界、冒险,起点读书
519,我在末世有套房,晨星LL,2.6,历史、明朝、民间故事,微信读书
520,重生于康熙末年,雁九,2.6,悬疑、游戏、竞技,QQ 阅读
521,呢喃诗章,咸鱼飞行家,3.1,都市、混沌、魔神,微信读书
522,第一序列,会说话的肘子,1.9,玄幻、民国、神秘事件,起点读书
523,飞天,跃千愁,1.8,悬疑、魔法森林、生物,QQ 阅读
524,极品公子,烽火戏诸侯,3.5,历史、重生、娱乐圈,起点读书
525,红楼梦,曹雪芹,4.5,科幻、仙侠、长生,Kindle 商店
526,仙武道纪,饕餮居士,2.9,科幻、冒险、海洋,Kindle 商店
527,异界之书,宝月流光,3.2,科幻、异世界、魔法,起点读书
528,文化抵抗最前线,黄狗身上白,3.0,玄幻、汉朝、英雄,QQ 阅读
529,从聊斋开始做狐仙,喵拳警告,3.3,悬疑、异能、都市,起点读书
530,从零开始的穿越女,从零开始099,4.2,都市、矮人、奇幻,QQ 阅读
531,小兵传奇,玄雨,3.7,悬疑、重生、豪门,Kindle 商店
532,贵族法则,二十七男,4.0,历史、仙侠、剑道,微信读书
533,赝太子,荆柯守,3.0,科幻、校园、青春,微信读书
534,王国的建立,秋官,3.2,都市、星际、战争,起点读书
535,仙都,陈猿,2.7,悬疑、江湖、传说,Kindle 商店
536,诸界末日在线,烟火成城,2.2,都市、魔法世界、冒险,微信读书
537,在下壶中仙,海底漫步者,2.4,都市、重生、商业,微信读书
538,重回初三,多木木多,4.1,都市、仙侠、剑道,番茄小说
539,托身白刃里，浪迹红尘中,接卡口,2.8,历史、灵异、都市,番茄小说
540,地狱公寓,黑色火种,3.4,悬疑、异世界、召唤,番茄小说
541,楚氏春秋,宁致远,4.1,历史、宋朝、文化,Kindle 商店
542,工业霸主,齐橙,3.1,都市、游戏、竞技,QQ 阅读
543,新书,七月新番,3.0,都市、太古、天尊,微信读书
544,魔法种族大穿越,残酷厕纸天使,2.5,都市、民国、战争,番茄小说
545,重生美国当大师,慕容鹉,2.1,历史、魔法花园、冒险,番茄小说
546,玩家超正义,不祈十弦,2.9,玄幻、重生、科技,起点读书
547,勒胡马,赤军,3.0,都市、仙侠、剑道,起点读书
548,火影之救世主,范仪同,3.1,武侠、灵异、校园,起点读书
549,狂探,旷海忘湖,2.8,都市、星际、探险,番茄小说
550,暴风雨中的蝴蝶,necroman,4.0,悬疑、江湖、侠义,起点读书
551,铁十字,月影梧桐,2.5,历史、灵幻、冒险,微信读书
552,圣墟,辰东,2.2,都市、未来科技、机器人,起点读书
553,末世之黑暗召唤师,晓夜圆舞曲,2.2,历史、三国、智谋,起点读书
554,山海八荒录,洛水,3.4,悬疑、犯罪、推理,Kindle 商店
555,某科学的宅电磁炮,御坂10086,4.0,科幻、魔法、传奇,QQ 阅读
556,范进的平凡生活,普祥真人,2.0,都市、重生、商业,起点读书
557,剑种,亲吻指尖,3.8,科幻、仙侠、剑道,微信读书
558,寒门崛起,朱郎才尽,1.9,悬疑、冒险、宝藏,起点读书
559,鹰扬拜占庭,幸运的苏拉,2.7,都市、异世界、召唤,Kindle 商店
560,我们人类真是太棒啦!,落笔生草,3.8,历史、宋朝、战争,Kindle 商店
561,林中之马的魔王,新林中之马,3.2,科幻、灵异、校园,Kindle 商店
562,长生不死,观棋,3.2,历史、星际、探索,微信读书
563,帝国从来没有神圣的,诶呦喂,3.4,都市、江湖、英雄,起点读书
564,终宋,怪诞的表哥,3.0,都市、魔法、冒险,起点读书
565,团长养成计划,团长最高,4.1,都市、重生、金融,QQ 阅读
566,乱清,青玉狮子,2.1,科幻、仙侠、剑道,起点读书
567,黑铁之堡,醉虎,2.5,都市、灵异、都市传说,微信读书
568,买活,御井烹香,3.1,都市、异世界、冒险,Kindle 商店
569,伊塔之柱,绯炎,3.0,都市、明朝、宫廷,番茄小说
570,这*******过,梦魇殿下,1.6,玄幻、游戏、竞技,起点读书
571,剑与魔法与出租车,索斯,2.8,历史、混沌、剑道,QQ 阅读
572,隐秘死角,滚开,2.9,悬疑、民国、奇人,起点读书
573,天人图谱,误道者,3.0,玄幻、魔法森林、生物,番茄小说
574,请不要打扰我修仙,山川不念,2.9,玄幻、重生、娱乐圈,番茄小说
575,灵魂画手,无籽甜瓜,3.2,科幻、仙侠、长生,微信读书
576,恶魔狂想曲之明日骄阳,胡鳕,4.0,悬疑、冒险、海洋,起点读书
577,道祖是克苏鲁,板斧战士,2.2,都市、异世界、魔法,微信读书
578,我本港岛电影人,再来一盘菇凉,2.8,科幻、汉朝、盛世,QQ 阅读
579,食仙主,鹦鹉咬舌,3.0,科幻、异能、都市,番茄小说
580,史上最强师兄,八月飞鹰,2.9,武侠、精灵、奇幻,番茄小说
581,脑洞大爆炸,魔性沧月,2.9,玄幻、重生、豪门,番茄小说
582,青玄道主,中原五百,2.6,武侠、仙侠、剑道,微信读书
583,韩四当官,卓牧闲,1.6,科幻、校园、青春,Kindle 商店
584,铸星者,浮屠子,2.9,悬疑、星际、战争,Kindle 商店
585,我的妹妹是COSER?,村长万岁,3.5,科幻、江湖、传说,QQ 阅读
586,一世富贵,安化军,3.0,都市、魔法世界、冒险,番茄小说
587,暗影神座,余云飞,3.1,历史、重生、商业,微信读书
588,万妞不挡之勇,静官,3.8,历史、仙侠、剑道,Kindle 商店
589,必然王国到自由王国,万木春,3.9,都市、灵异、都市,起点读书
590,魔盗,血珊瑚,4.1,武侠、异世界、召唤,微信读书
591,法相仙途,泛东流,3.3,玄幻、宋朝、政治,番茄小说
592,重走未来路,万木春,3.2,科幻、游戏、竞技,番茄小说
593,老衲还年轻,端午正阳,3.5,玄幻、太古、剑道,番茄小说
594,我成了一条锦鲤,丹尼尔秦,3.2,都市、民国、英雄,微信读书
595,我为纣王之傲啸封神,点精灵,3.6,武侠、穿越、搞笑、封神演义、后宫1,起点读书
596,超级大忽悠,常书欣,4.2,玄幻、幽默、脑洞大开,Kindle 商店
597,觉醒－仿如昨日,令狐BEYOND,4.0,悬疑、烧脑、科幻元素,QQ 阅读
598,魔狱,造化斋主,3.1,武侠、江湖恩怨、热血,起点读书
599,氪金魔主,凰中鲤,2.4,悬疑、诡异、神秘,Kindle 商店
600,文明破晓,绯红之月,3.1,武侠、历史背景、战争,起点读书
601,我的大宝剑,学霸殿下,2.6,科幻、轻松幽默、冒险,Kindle 商店
602,怪物被杀就会死,阴天神隐,2.8,历史、正义、中二、守护3,起点读书
603,水浒求生记,他来自江湖,3.5,武侠、穿越水浒、生存,Kindle 商店
604,唐朝好男人,多一半,3.6,历史、穿越唐朝、经商4,QQ 阅读
605,我的人生可以无限模拟,新亭,2.6,科幻、模拟人生、成长,起点读书
606,官路风流,小桥老树,4.0,悬疑、官场、励志,番茄小说
607,鬼子你好我们是游戏玩家,红心兔,3.5,悬疑、游戏穿越、抗日,番茄小说
608,王牌,虾写,3.5,历史、侦探、悬疑推理,微信读书
609,黑夜将至,温言对酒,3.0,武侠、黑暗风、江湖,Kindle 商店
610,剑出华山,血沃天涯,3.1,悬疑、武侠仙侠、华山派,Kindle 商店
611,汉阙,七月新番,3.7,玄幻、历史穿越、秦汉,Kindle 商店
612,妹妹爱人,秋也凉,4.2,科幻、情感、都市幻想,微信读书
613,仗剑高歌,踏雪真人,3.4,武侠、侠义、热血江湖,QQ 阅读
614,这里有妖气,咬火,2.8,都市、灵异、玄幻,微信读书
615,和空姐同居的日子,三十,4.3,武侠、都市言情、轻喜剧,Kindle 商店
616,他从地狱来,纯洁滴小龙,3.6,历史、悬疑灵异、冒险,微信读书
617,随身带个侏罗纪,木鱼和尚,3.1,科幻、穿越时空、恐龙,起点读书
618,骸骨武士,接卡口,3.7,悬疑、异世界、冒险,微信读书
619,世子很凶,关关公子,3.2,武侠、古代言情、权谋,番茄小说
620,匡扶汉室,七月新番,3.5,历史、穿越三国、励志,微信读书
621,重生完美时代,公子不歌,2.5,科幻、重生、商业,起点读书
622,若水向东流,我渴望力量,3.6,悬疑、情感、成长,番茄小说
623,开局主神挂了,青楼书生,3.2,科幻、系统流、冒险,QQ 阅读
624,工业之动力帝国,滿楼红袖招,3.4,玄幻、工业流、穿越,番茄小说
625,生于1984,老徐牧羊,2.7,科幻、年代、成长,番茄小说
626,知否？知否？应是绿肥红瘦,关心则乱,3.9,都市、古代言情、宅斗,微信读书
627,这世界的土著好凶猛,真费事,2.8,科幻、异世界、冒险,起点读书
628,点道为止,梦入神机,2.9,武侠、国术、现代江湖,番茄小说
629,最佳娱乐时代,白色十三号,3.3,玄幻、娱乐、穿越,QQ 阅读
630,迷失在一六二九,陆双鹤,2.5,悬疑、穿越明朝、航海,QQ 阅读
631,凡人修仙之仙界篇,忘语,2.6,玄幻、修仙、冒险,微信读书
632,跑出我人生,丧尸舞,3.1,玄幻、励志、都市异能,起点读书
633,黄金瞳,打眼,3.4,都市、鉴宝、异能,起点读书
634,民国文匪,奶瓶战斗机,3.3,都市、民国、传奇,起点读书
635,革命吧女神,草上匪,2.3,科幻、女权、异世界,起点读书
636,城管无敌,老老王,3.4,武侠、都市玄幻、搞笑,Kindle 商店
637,钢铁雄心之舰男穿越记,半只青蛙,3.3,玄幻、穿越、军事,番茄小说
638,1871神圣冲击,纳尔逊勋爵,2.3,悬疑、历史、战争,微信读书
639,曹操穿越武大郎,神枪老飞侠,3.3,历史、穿越、搞笑,起点读书
640,大明小学生,随轻风去,3.0,武侠、穿越明朝、校园,Kindle 商店
641,重生传说,周行文,4.1,武侠、重生、都市江湖,番茄小说
642,老婆请安分,花还没开,4.0,悬疑、情感、家庭,微信读书
643,全民大穿越,朱血莲,3.1,都市、穿越、冒险,QQ 阅读
644,惊门,徐公子胜治,3.8,玄幻、奇门遁甲、悬疑,微信读书
645,赤城,流浪的蛤蟆,3.3,悬疑、玄幻、冒险,番茄小说
646,欢迎来到BOSS队,李古丁,2.7,科幻、系统流、团队冒险,起点读书
647,湮变,皆虚皆允,3.9,都市、灾难、人性,起点读书
648,退后让为师来,隐语者,3.0,历史、穿越、搞笑,起点读书
649,史上第一祖师爷,八月飞鹰,3.3,玄幻、修仙、门派,微信读书
650,我只想当一个安静的学霸,术小城,2.5,历史、校园、励志,起点读书
651,宋时归,天使奥斯卡,3.6,武侠、穿越宋朝、战争,QQ 阅读
652,终焉的骑士,西贝猫,3.5,都市、奇幻、冒险,Kindle 商店
653,黑锅,常书欣,4.1,科幻、警匪、悬疑,起点读书
654,地球纪元,彩虹之门,2.0,都市、科幻、末日,番茄小说
655,重生日本当神明,海底漫步者,3.0,历史、穿越日本、神话,起点读书
656,武动乾坤,天蚕土豆,3.0,历史、玄幻、成长,番茄小说
657,大乘期才有逆袭系统,最白的乌鸦,2.6,历史、修仙、系统流,番茄小说
658,克斯玛帝国,三脚架,3.1,玄幻、异世界、冒险,番茄小说
659,转生眼中的火影世界,空想之龙,2.8,科幻、火影同人、穿越,Kindle 商店
660,演员没有假期,关乌鸦,3.1,历史、娱乐圈、穿越,QQ 阅读
661,我有一个修仙世界,纯九莲宝灯,2.4,玄幻、修仙、冒险,起点读书
662,全能游戏设计师,青衫取醉,2.8,科幻、游戏设计、系统流,QQ 阅读
663,二鬼子汉奸李富贵（曲线救国续集）,无语中,3.6,历史、穿越、抗日,起点读书
664,科技王座,急冻人,3.7,科幻、科技、未来,Kindle 商店
665,硬核危机,迷路的鱼,2.8,科幻、末日、冒险,番茄小说
666,龙符,梦入神机,2.7,科幻、玄幻、符文,番茄小说
667,烽火逃兵,小知闲闲,3.4,历史、战争、人性,Kindle 商店
668,东京警事,虫草田十,3.0,武侠、都市、侦探,Kindle 商店
669,天枢,徐公子胜治,3.9,历史、悬疑、风水,微信读书
670,精灵掌门人,轻泉流响,3.5,科幻、精灵养成、冒险,QQ 阅读
671,魔神乐园,熊狼狗,2.6,玄幻、异世界、冒险,QQ 阅读
672,大泼猴,甲鱼不是龟,2.5,历史、西游同人、热血,微信读书
673,黑金教父,懵懂的猪,4.2,科幻、都市、商业,Kindle 商店
674,西游记,吴承恩,4.8,都市、神话、经典,QQ 阅读
675,重生之乡路漫长,雪下,4.3,历史、重生、乡村,QQ 阅读
676,雏鹰的荣耀,匂宮出夢,3.4,科幻、历史、冒险,起点读书
677,灵境行者,卖报小郎君,1.9,武侠、玄幻、异能,番茄小说
678,我真不是邪神走狗,万劫火,3.4,都市、灵异、悬疑,起点读书
679,次元法典,西贝猫,2.5,武侠、综漫、穿越,Kindle 商店
680,主神大道,古月居士,2.5,历史、系统流、冒险,番茄小说
681,非人类基因统合体,魔性沧月,2.9,都市、科幻、变异,Kindle 商店
682,好莱坞之路,白色十三号,3.2,玄幻、娱乐、穿越,番茄小说
683,家父汉高祖,历史系之狼,2.6,历史、穿越、亲情,Kindle 商店
684,黄庭道主,妖僧花无缺,2.6,悬疑、修仙、玄幻,Kindle 商店
685,一点也不超级的机器人大战,也闲,3.7,都市、科幻、机器人,番茄小说
686,汉儿不为奴,傲骨铁心,3.6,悬疑、历史、民族,Kindle 商店
687,乱世书,姬叉,2.4,武侠、古代言情、江湖,微信读书
688,这世界危在旦夕,通吃,3.3,科幻、末日、冒险,番茄小说
689,护国公,木允锋,3.6,悬疑、历史、政治,番茄小说
690,大唐官,幸运的苏拉,2.5,历史、穿越唐朝、官场,微信读书
691,非正常人类异闻录,精分三代,3.4,武侠、都市灵异、搞笑,QQ 阅读
692,诸天万界神龙系统,维斯特帕列,2.8,都市、玄幻、系统流,微信读书
693,我家老婆来自一千年前,花还没开,3.7,科幻、穿越、言情,起点读书
694,一念永恒,耳根,2.6,悬疑、修仙、搞笑,起点读书
695,九鼎记,我吃西红柿,3.5,历史、武侠、玄幻,起点读书
696,寻找人类,RAYSTORM,4.5,都市、科幻、末日,番茄小说
697,求魔,耳根,3.3,武侠、玄幻、修仙,Kindle 商店
698,奈格里之魂,虚鸣,3.0,武侠、玄幻、冒险,番茄小说
699,太上章,徐公子胜治,3.6,都市、修真、玄学,起点读书
700,寄生之子,群星观测,3.8,科幻、科幻、寄生,Kindle 商店
701,巨虫尸巫,竹上猪猪,3.1,都市、玄幻、虫族,微信读书
702,纪元黎明,人勿玩人,2.9,玄幻、末世、科幻,番茄小说
703,全职BOSS,宝月流光,3.4,科幻、游戏、系统,番茄小说
704,高天之上,阴天神隐,2.8,都市、玄幻、冒险,微信读书
705,沙漠圣贤,穆斯塔法本哈立德,1.7,武侠、异域、冒险,Kindle 商店
706,美剧世界大冒险,乌鸦校长,2.9,悬疑、美剧、穿越,番茄小说
707,百年家书,疯丢子,4.1,武侠、抗战、言情,微信读书
708,天朝之梦,大罗罗,3.1,悬疑、历史、穿越,番茄小说
709,这是我的星球,姬叉,2.5,历史、科幻、星际,番茄小说
710,恋爱要在模拟后,尺间萤火,3.4,历史、恋爱、模拟,番茄小说
711,大国重工,齐橙,2.4,玄幻、工业、年代,QQ 阅读
712,异人傲世录,明寐,4.0,悬疑、玄幻、异世,起点读书
713,独闯天涯,蝴蝶蓝,4.0,武侠、游戏、竞技,微信读书
714,学魔养成系统,给您添蘑菇啦,3.4,历史、系统、校园,QQ 阅读
